unigram,gatsby_prob,alice_prob,austen_prob,gatsby_count,alice_count,austen_count
parties,0.00022033,0,9.70E-05,11,0,12
lights,0.00022033,0,0,11,0,0
phone,0.00022033,0,0,11,0,0
tea,0.00022033,0.000658087,0.000105038,11,18,13
sick,0.00022033,0,4.85E-05,11,0,6
gold,0.0002003,0,0,10,0,0
move,0.0002003,0.000109681,2.42E-05,10,3,3
father,0.0002003,0.000219362,0.001090777,10,6,135
feel,0.0002003,0.000292483,0.000315113,10,8,39
anyone,0.0002003,0,0.000185836,10,0,23
forget,0.0002003,7.31E-05,0.000137357,10,2,17
romantic,0.0002003,0,8.08E-06,10,0,1
dust,0.0002003,0,0,10,0,0
line,0.0002003,7.31E-05,6.46E-05,10,2,8
everybody,0.0002003,0.000292483,0.000315113,10,8,39
breath,0.0002003,0.000146242,1.62E-05,10,4,2
second,0.0002003,0.000146242,0.000201996,10,4,25
coming,0.0002003,0.000329044,0.00048479,10,9,60
low,0.0002003,0.000548406,6.46E-05,10,15,8
kind,0.0002003,0.000255923,0.000509029,10,7,63
lovely,0.0002003,7.31E-05,2.42E-05,10,2,3
asleep,0.0002003,0.000292483,8.08E-06,10,8,1
glass,0.0002003,0.000365604,1.62E-05,10,10,2
moving,0.0002003,0.000109681,4.85E-05,10,3,6
fingers,0.0002003,0,2.42E-05,10,0,3
rang,0.0002003,0,8.08E-06,10,0,1
faintly,0.0002003,3.66E-05,8.08E-06,10,1,1
spoke,0.0002003,0.000584966,0.000347433,10,16,43
everyone,0.0002003,0,4.85E-05,10,0,6
library,0.0002003,0,0.000177756,10,0,22
forgotten,0.0002003,0.000219362,9.70E-05,10,6,12
carraway,0.0002003,0,0,10,0,0
silence,0.0002003,0.000511846,0.000274714,10,14,34
trembling,0.0002003,0.000219362,8.08E-06,10,6,1
doctor,0.0002003,0,0,10,0,0
upstairs,0.0002003,3.66E-05,0.000129277,10,1,16
turn,0.0002003,0.000402164,0.000210076,10,11,26
question,0.0002003,0.000621527,0.000185836,10,17,23
mother,0.0002003,0,0.001106937,10,0,137
real,0.0002003,0.000109681,0.000250475,10,3,31
talking,0.0002003,0.000621527,0.000323193,10,17,40
aware,0.0002003,0,0.000113118,10,0,14
remembered,0.0002003,0.000182802,7.27E-05,10,5,9
funny,0.0002003,0.000109681,0,10,3,0
conversation,0.0002003,0.000329044,0.00048479,10,9,60
wants,0.0002003,7.31E-05,8.89E-05,10,2,11
please,0.0002003,0.000694648,0.000113118,10,19,14
happen,0.0002003,0.000292483,9.70E-05,10,8,12
gatz,0.0002003,0,0,10,0,0
sloane,0.0002003,0,0,10,0,0
college,0.00018027,0,0,9,0,0
sleep,0.00018027,0.000219362,2.42E-05,9,6,3
afraid,0.00018027,0.000438725,0.000298954,9,12,37
series,0.00018027,3.66E-05,0,9,1,0
agreed,0.00018027,0,9.70E-05,9,0,12
twenty,0.00018027,0.000109681,0.000137357,9,3,17
red,0.00018027,0.000109681,2.42E-05,9,3,3
wonder,0.00018027,0.000658087,0.000274714,9,18,34
whom,0.00018027,3.66E-05,0.000678706,9,1,84
beach,0.00018027,0,0,9,0,0
broken,0.00018027,0.000219362,4.85E-05,9,6,6
thirty,0.00018027,0,2.42E-05,9,0,3
touch,0.00018027,3.66E-05,0,9,1,0
shadow,0.00018027,0,0,9,0,0
sea,0.00018027,0.000511846,8.08E-06,9,14,1
corner,0.00018027,0.000109681,8.08E-06,9,3,1
slightly,0.00018027,0,3.23E-05,9,0,4
laugh,0.00018027,3.66E-05,0.000145437,9,1,18
murmur,0.00018027,0,0,9,0,0
complete,0.00018027,0,6.46E-05,9,0,8
ear,0.00018027,0.000219362,8.08E-06,9,6,1
listen,0.00018027,0.000255923,9.70E-05,9,7,12
wheel,0.00018027,0,0,9,0,0
occurred,0.00018027,7.31E-05,0.000113118,9,2,14
weeks,0.00018027,3.66E-05,0.000145437,9,1,18
watch,0.00018027,0.000292483,1.62E-05,9,8,2
answer,0.00018027,0.000329044,0.000525189,9,9,65
taken,0.00018027,0.000146242,0.000250475,9,4,31
terrible,0.00018027,0,0,9,0,0
beat,0.00018027,0.000146242,0,9,4,0
yet,0.00018027,0.000804329,0.000597907,9,22,74
twilight,0.00018027,0,0,9,0,0
feeling,0.00018027,0.000255923,0.000290874,9,7,36
TRUE,0.00018027,0.000146242,0.000210076,9,4,26
hesitated,0.00018027,0,2.42E-05,9,0,3
confused,0.00018027,0.000146242,3.23E-05,9,4,4
child,0.00018027,0.000402164,0.000113118,9,11,14
darkness,0.00018027,3.66E-05,0,9,1,0
walking,0.00018027,0.000182802,0.000210076,9,5,26
eagerly,0.00018027,0.000292483,0.000113118,9,8,14
taxi,0.00018027,0,0,9,0,0
drew,0.00018027,0.000182802,0.000153517,9,5,19
living,0.00018027,7.31E-05,0.000193916,9,2,24
drunk,0.00018027,7.31E-05,0,9,2,0
became,0.00018027,7.31E-05,0.000129277,9,2,16
kitchen,0.00018027,0.000146242,8.08E-06,9,4,1
named,0.00018027,0,8.08E-06,9,0,1
start,0.00018027,0,1.62E-05,9,0,2
stand,0.00018027,0.000219362,8.08E-05,9,6,10
exclaimed,0.00018027,0.000219362,5.66E-05,9,6,7
sky,0.00018027,0.000182802,0,9,5,0
nobody,0.00018027,0.000292483,0.000145437,9,8,18
moon,0.00018027,3.66E-05,0,9,1,0
trouble,0.00018027,0.000219362,0.000169676,9,6,21
holding,0.00018027,0.000109681,1.62E-05,9,3,2
whose,0.00018027,7.31E-05,0.00047671,9,2,59
wire,0.00018027,0,0,9,0,0
pause,0.00018027,7.31E-05,0.000145437,9,2,18
goodbye,0.00018027,0,0,9,0,0
stayed,0.00018027,0,6.46E-05,9,0,8
driving,0.00018027,0,3.23E-05,9,0,4
part,0.00018027,7.31E-05,0.00047671,9,2,59
crowd,0.00018027,0.000146242,8.08E-06,9,4,1
church,0.00018027,0,8.89E-05,9,0,11
eat,0.00018027,0.000658087,4.04E-05,9,18,5
lot,0.00018027,0,1.62E-05,9,0,2
presence,0.00018027,0,4.85E-05,9,0,6
unfamiliar,0.00018027,0,0,9,0,0
biloxi,0.00018027,0,0,9,0,0
point,0.00016024,0,0.000371672,8,0,46
human,0.00016024,0,4.85E-05,8,0,6
ten,0.00016024,0.000219362,0.000258555,8,6,32
closed,0.00016024,7.31E-05,4.85E-05,8,2,6
bay,0.00016024,0,0,8,0,0
water,0.00016024,0.000182802,3.23E-05,8,5,4
flat,0.00016024,7.31E-05,8.08E-06,8,2,1
physical,0.00016024,0,0,8,0,0
shape,0.00016024,3.66E-05,1.62E-05,8,1,2
thin,0.00016024,0,4.04E-05,8,0,5
reach,0.00016024,0.000146242,6.46E-05,8,4,8
rich,0.00016024,3.66E-05,9.70E-05,8,1,12
strained,0.00016024,0,0,8,0,0
impression,0.00016024,0,5.66E-05,8,0,7
politely,0.00016024,0.000219362,2.42E-05,8,6,3
caught,0.00016024,0.000109681,8.89E-05,8,3,11
died,0.00016024,3.66E-05,2.42E-05,8,1,3
quite,0.00016024,0.002010822,0.000767584,8,55,95
done,0.00016024,0.000548406,0.000743344,8,15,92
gay,0.00016024,3.66E-05,1.62E-05,8,1,2
absolutely,0.00016024,0,0.000145437,8,0,18
evidently,0.00016024,3.66E-05,4.04E-05,8,1,5
faded,0.00016024,0,0,8,0,0
whereupon,0.00016024,3.66E-05,0,8,1,0
pushed,0.00016024,0,0,8,0,0
thinking,0.00016024,0.000402164,0.000177756,8,11,22
silent,0.00016024,0.000255923,0.000210076,8,7,26
poor,0.00016024,0.000987131,0.000307033,8,27,38
opening,0.00016024,0.000109681,0.000105038,8,3,13
houses,0.00016024,3.66E-05,3.23E-05,8,1,4
meet,0.00016024,7.31E-05,0.000250475,8,2,31
dim,0.00016024,0,0,8,0,0
hello,0.00016024,0,0,8,0,0
soft,0.00016024,3.66E-05,0,8,1,0
lady,0.00016024,0.000109681,0.001535167,8,3,190
buy,0.00016024,0,3.23E-05,8,0,4
crowded,0.00016024,0.000182802,2.42E-05,8,5,3
names,0.00016024,7.31E-05,4.85E-05,8,2,6
smile,0.00016024,7.31E-05,0.000218155,8,2,27
try,0.00016024,0.000438725,9.70E-05,8,12,12
neither,0.00016024,7.31E-05,0.000307033,8,2,38
hardly,0.00016024,0.000438725,0.000371672,8,12,46
music,0.00016024,0.000109681,9.70E-05,8,3,12
chauffeur,0.00016024,0,0,8,0,0
foot,0.00016024,0.000365604,8.08E-06,8,10,1
sorry,0.00016024,3.66E-05,0.000282794,8,1,35
during,0.00016024,0,0.000218155,8,0,27
june,0.00016024,0,2.42E-05,8,0,3
calling,0.00016024,3.66E-05,0.000121197,8,1,15
filled,0.00016024,0.000109681,8.08E-06,8,3,1
faint,0.00016024,3.66E-05,8.08E-06,8,1,1
son,0.00016024,3.66E-05,0.000177756,8,1,22
months,0.00016024,0,0.000169676,8,0,21
use,0.00016024,0.000658087,0.000121197,8,18,15
certainly,0.00016024,0.000511846,0.000589827,8,14,73
thick,0.00016024,3.66E-05,0,8,1,0
dan,0.00016024,0,0,8,0,0
till,0.00014021,0.000767768,0.000767584,7,21,95
whenever,0.00014021,3.66E-05,0.000177756,7,1,22
secret,0.00014021,3.66E-05,4.85E-05,7,1,6
realized,0.00014021,0,8.08E-06,7,0,1
hope,0.00014021,0.000109681,0.000977659,7,3,121
dreams,0.00014021,0,0,7,0,0
today,0.00014021,3.66E-05,0,7,1,0
edge,0.00014021,0.000109681,1.62E-05,7,3,2
wide,0.00014021,7.31E-05,2.42E-05,7,2,3
month,0.00014021,7.31E-05,8.08E-05,7,2,10
village,0.00014021,0,4.85E-05,7,0,6
leaves,0.00014021,0.000219362,1.62E-05,7,6,2
familiar,0.00014021,0,2.42E-05,7,0,3
books,0.00014021,7.31E-05,0.000113118,7,2,14
solemn,0.00014021,0.000109681,4.04E-05,7,3,5
overhead,0.00014021,3.66E-05,0,7,1,0
neighbour,0.00014021,3.66E-05,6.46E-05,7,1,8
dollars,0.00014021,0,0,7,0,0
played,0.00014021,3.66E-05,8.08E-06,7,1,1
friends,0.00014021,7.31E-05,0.000444391,7,2,55
scarcely,0.00014021,0,0.000363592,7,0,45
cheerful,0.00014021,0,5.66E-05,7,0,7
clothes,0.00014021,0,0.000105038,7,0,13
changed,0.00014021,0.000292483,6.46E-05,7,8,8
abruptly,0.00014021,0,1.62E-05,7,0,2
fresh,0.00014021,0,7.27E-05,7,0,9
blew,0.00014021,7.31E-05,0,7,2,0
object,0.00014021,0,0.000387832,7,0,48
given,0.00014021,3.66E-05,0.000444391,7,1,55
sad,0.00014021,0.000109681,3.23E-05,7,3,4
excitement,0.00014021,0,0,7,0,0
fool,0.00014021,0,2.42E-05,7,0,3
else,0.00014021,0.000402164,0.000339353,7,11,42
host,0.00014021,0,0,7,0,0
accepted,0.00014021,0,0.000129277,7,0,16
sharply,0.00014021,0.000146242,0,7,4,0
remark,0.00014021,0.000365604,2.42E-05,7,10,3
impatiently,0.00014021,0.000182802,4.04E-05,7,5,5
fellow,0.00014021,0.000146242,7.27E-05,7,4,9
control,0.00014021,0,0,7,0,0
interrupted,0.00014021,0.000329044,7.27E-05,7,9,9
threw,0.00014021,7.31E-05,7.27E-05,7,2,9
glance,0.00014021,0,5.66E-05,7,0,7
subject,0.00014021,0.000219362,0.000678706,7,6,84
police,0.00014021,0,0,7,0,0
show,0.00014021,0.000109681,6.46E-05,7,3,8
best,0.00014021,0.000438725,0.000339353,7,12,42
beautiful,0.00014021,0.000511846,0.000121197,7,14,15
often,0.00014021,0.000182802,0.000727185,7,5,90
louisville,0.00014021,0,0,7,0,0
engaged,0.00014021,3.66E-05,0.000307033,7,1,38
fantastic,0.00014021,0,0,7,0,0
ash,0.00014021,0,0,7,0,0
above,0.00014021,0.000109681,0.000169676,7,3,21
eckleburg,0.00014021,0,0,7,0,0
waiting,0.00014021,0.000329044,8.08E-05,7,9,10
scene,0.00014021,0,0.000129277,7,0,16
jumped,0.00014021,0.000219362,8.08E-06,7,6,1
beauty,0.00014021,0,0.000218155,7,0,27
colour,0.00014021,0,9.70E-05,7,0,12
lower,0.00014021,3.66E-05,3.23E-05,7,1,4
brown,0.00014021,7.31E-05,8.08E-06,7,2,1
apartment,0.00014021,0,3.23E-05,7,0,4
urged,0.00014021,0,4.85E-05,7,0,6
park,0.00014021,0,0.000177756,7,0,22
however,0.00014021,0.000731208,0.001082697,7,20,134
disappeared,0.00014021,7.31E-05,0,7,2,0
hotel,0.00014021,0,8.08E-06,7,0,1
looks,0.00014021,0,0.000105038,7,0,13
letter,0.00014021,0.000109681,0.00093726,7,3,116
excited,0.00014021,0,8.89E-05,7,0,11
champagne,0.00014021,0,0,7,0,0
guests,0.00014021,0.000109681,8.08E-06,7,3,1
drawing,0.00014021,3.66E-05,0.000169676,7,1,21
servants,0.00014021,0,0.000105038,7,0,13
sharp,0.00014021,0.000219362,1.62E-05,7,6,2
invited,0.00014021,7.31E-05,8.89E-05,7,2,11
golf,0.00014021,0,0,7,0,0
anybody,0.00014021,0,0.000218155,7,0,27
near,0.00014021,0.000548406,0.000298954,7,15,37
believed,0.00014021,3.66E-05,0.000298954,7,1,37
yourself,0.00014021,0.000365604,0.000395912,7,10,49
says,0.00014021,0.000146242,0.000121197,7,4,15
driver,0.00014021,0,0,7,0,0
dropped,0.00014021,0.000182802,4.85E-05,7,5,6
coffee,0.00014021,0,5.66E-05,7,0,7
order,0.00014021,0.000109681,5.66E-05,7,3,7
flowers,0.00014021,7.31E-05,0,7,2,0
klipspringer,0.00014021,0,0,7,0,0
wrong,0.00014021,0.000182802,0.000121197,7,5,15
montenegro,0.00014021,0,0,7,0,0
noon,0.00014021,0,1.62E-05,7,0,2
help,0.00014021,0.000329044,0.000331273,7,9,41
meyer,0.00014021,0,0,7,0,0
hours,0.00014021,0.000146242,0.000218155,7,4,27
gate,0.00014021,0,4.85E-05,7,0,6
newspaper,0.00014021,0,8.08E-06,7,0,1
understood,0.00012018,3.66E-05,0.000105038,6,1,13
may,0.00012018,0.000511846,0.001567487,6,14,194
autumn,0.00012018,0,0,6,0,0
attention,0.00012018,0,0.000565588,6,0,70
thousand,0.00012018,7.31E-05,0.000274714,6,2,34
floated,0.00012018,0,0,6,0,0
supposed,0.00012018,0,0.000210076,6,0,26
spring,0.00012018,0,4.04E-05,6,0,5
muttered,0.00012018,7.31E-05,0,6,2,0
herself,0.00012018,0.003034513,0.001834121,6,83,227
casually,0.00012018,0,0,6,0,0
mint,0.00012018,0,0,6,0,0
shining,0.00012018,3.66E-05,0,6,1,0
pair,0.00012018,0.000182802,1.62E-05,6,5,2
particular,0.00012018,0.000109681,0.000218155,6,3,27
affair,0.00012018,3.66E-05,0.000145437,6,1,18
de,0.00012018,0,0.000315113,6,0,39
view,0.00012018,0,0.000137357,6,0,17
history,0.00012018,0.000255923,3.23E-05,6,7,4
figure,0.00012018,0.000109681,6.46E-05,6,3,8
afterward,0.00012018,0,0,6,0,0
reason,0.00012018,0.000329044,0.000412071,6,9,51
leaning,0.00012018,7.31E-05,8.08E-06,6,2,1
rosy,0.00012018,0,0,6,0,0
curtains,0.00012018,0,8.08E-06,6,0,1
dresses,0.00012018,0,8.08E-06,6,0,1
fall,0.00012018,0.000255923,7.27E-05,6,7,9
obviously,0.00012018,0,0,6,0,0
self,0.00012018,0,0.000193916,6,0,24
singing,0.00012018,7.31E-05,2.42E-05,6,2,3
promise,0.00012018,3.66E-05,0.000137357,6,1,17
rested,0.00012018,0,8.08E-06,6,0,1
stay,0.00012018,0.000182802,0.000307033,6,5,38
stiff,0.00012018,3.66E-05,0,6,1,0
backward,0.00012018,0,8.08E-06,6,0,1
polite,0.00012018,0,4.04E-05,6,0,5
objected,0.00012018,0,8.08E-06,6,0,1
pleasant,0.00012018,3.66E-05,0.000145437,6,1,18
nervous,0.00012018,0.000182802,3.23E-05,6,5,4
included,0.00012018,0,1.62E-05,6,0,2
children,0.00012018,0.000365604,0.000201996,6,10,25
within,0.00012018,3.66E-05,0.000274714,6,1,34
helped,0.00012018,3.66E-05,0,6,1,0
vanished,0.00012018,0.000146242,1.62E-05,6,4,2
able,0.00012018,3.66E-05,0.000436311,6,1,54
interested,0.00012018,0,6.46E-05,6,0,8
returned,0.00012018,7.31E-05,0.000363592,6,2,45
movement,0.00012018,0,0,6,0,0
apparently,0.00012018,0,1.62E-05,6,0,2
finding,0.00012018,0.000109681,0.000105038,6,3,13
loud,0.00012018,0.000219362,1.62E-05,6,6,2
stretched,0.00012018,7.31E-05,8.08E-06,6,2,1
invisible,0.00012018,0,0,6,0,0
j,0.00012018,0,0,6,0,0
heaps,0.00012018,0,0,6,0,0
appeared,0.00012018,0.000292483,0.000258555,6,8,32
piece,0.00012018,0.000219362,7.27E-05,6,6,9
damp,0.00012018,0,8.08E-06,6,0,1
row,0.00012018,7.31E-05,0,6,2,0
goes,0.00012018,0.000255923,1.62E-05,6,7,2
copy,0.00012018,0,0,6,0,0
lavender,0.00012018,0,0,6,0,0
distance,0.00012018,0.000255923,0.000129277,6,7,16
bottle,0.00012018,0.000365604,1.62E-05,6,10,2
whisky,0.00012018,0,0,6,0,0
drawn,0.00012018,0,6.46E-05,6,0,8
wondered,0.00012018,3.66E-05,6.46E-05,6,1,8
grew,0.00012018,3.66E-05,4.85E-05,6,1,6
ice,0.00012018,0,0,6,0,0
kissed,0.00012018,3.66E-05,1.62E-05,6,1,2
downstairs,0.00012018,0,1.62E-05,6,0,2
mistake,0.00012018,0.000109681,6.46E-05,6,3,8
lucille,0.00012018,0,0,6,0,0
present,0.00012018,7.31E-05,0.000549428,6,2,68
supper,0.00012018,0,8.89E-05,6,0,11
casual,0.00012018,0,8.08E-06,6,0,1
soon,0.00012018,0.00091401,0.001753323,6,25,217
nine,0.00012018,0.000182802,1.62E-05,6,5,2
confusion,0.00012018,0.000182802,8.89E-05,6,5,11
pardon,0.00012018,0.000219362,0.000129277,6,6,16
bridge,0.00012018,0,2.42E-05,6,0,3
staring,0.00012018,0.000109681,0,6,3,0
tree,0.00012018,0.000329044,0,6,9,0
orchestra,0.00012018,0,0,6,0,0
strange,0.00012018,0.000182802,8.08E-05,6,5,10
early,0.00012018,0,0.000226235,6,0,28
dressed,0.00012018,3.66E-05,4.85E-05,6,1,6
assured,0.00012018,0,0.000226235,6,0,28
probably,0.00012018,0,0.000193916,6,0,24
owl,0.00012018,0.000109681,0,6,3,0
eyed,0.00012018,3.66E-05,0,6,1,0
nineteen,0.00012018,0,0,6,0,0
song,0.00012018,0.000255923,4.04E-05,6,7,5
tears,0.00012018,0.000402164,8.08E-05,6,11,10
suggestion,0.00012018,0,8.08E-06,6,0,1
whatever,0.00012018,0.000109681,0.000266634,6,3,33
ghostly,0.00012018,0,0,6,0,0
trust,0.00012018,0,0.000121197,6,0,15
accident,0.00012018,7.31E-05,4.85E-05,6,2,6
james,0.00012018,0,4.85E-05,6,0,6
shaking,0.00012018,0.000109681,1.62E-05,6,3,2
six,0.00012018,7.31E-05,8.08E-05,6,2,10
beneath,0.00012018,0,4.04E-05,6,0,5
dance,0.00012018,0.000475285,0.000258555,6,13,32
circle,0.00012018,3.66E-05,5.66E-05,6,1,7
clock,0.00012018,7.31E-05,8.08E-06,6,2,1
shirts,0.00012018,0,0,6,0,0
pink,0.00012018,3.66E-05,0,6,1,0
guessed,0.00012018,0.000109681,2.42E-05,6,3,3
dream,0.00012018,0.000255923,0,6,7,0
step,0.00012018,0,0.000129277,6,0,16
incessantly,0.00012018,3.66E-05,1.62E-05,6,1,2
dawn,0.00012018,0,0,6,0,0
funeral,0.00012018,0,0,6,0,0
hat,0.00010015,3.66E-05,1.62E-05,5,1,2
cry,0.00010015,0.000109681,8.08E-06,5,3,1
meant,0.00010015,0.000182802,0.000226235,5,5,28
also,0.00010015,7.31E-05,0.000274714,5,2,34
intimate,0.00010015,0,0.000105038,5,0,13
gorgeous,0.00010015,0,0,5,0,0
interest,0.00010015,3.66E-05,0.000210076,5,1,26
enjoyed,0.00010015,0,0,5,0,0
restless,0.00010015,0,8.08E-06,5,0,1
instead,0.00010015,0.000109681,0.000169676,5,3,21
bond,0.00010015,0,0,5,0,0
grave,0.00010015,0.000109681,7.27E-05,5,3,9
various,0.00010015,3.66E-05,7.27E-05,5,1,9
country,0.00010015,3.66E-05,0.000331273,5,1,41
sounded,0.00010015,0.000182802,0,5,5,0
movies,0.00010015,0,0,5,0,0
beginning,0.00010015,0.000475285,9.70E-05,5,13,12
become,0.00010015,0.000182802,7.27E-05,5,5,9
chance,0.00010015,0.000146242,0.000153517,5,4,19
slender,0.00010015,0,0,5,0,0
interesting,0.00010015,0.000182802,0.000113118,5,5,14
twelve,0.00010015,0.000146242,4.04E-05,5,4,5
marble,0.00010015,0,0,5,0,0
forty,0.00010015,3.66E-05,8.08E-06,5,1,1
mansion,0.00010015,0,1.62E-05,5,0,2
cousin,0.00010015,0,0.000395912,5,0,49
polo,0.00010015,0,0,5,0,0
france,0.00010015,3.66E-05,0,5,1,0
drifted,0.00010015,0,0,5,0,0
elaborate,0.00010015,0,0,5,0,0
expected,0.00010015,3.66E-05,0.000347433,5,1,43
towards,0.00010015,3.66E-05,0.000565588,5,1,70
mile,0.00010015,7.31E-05,4.85E-05,5,2,6
brick,0.00010015,0,0,5,0,0
glowing,0.00010015,0,8.08E-06,5,0,1
straw,0.00010015,0,0,5,0,0
top,0.00010015,0.000292483,8.08E-06,5,8,1
husky,0.00010015,0,0,5,0,0
wedding,0.00010015,0,0.000113118,5,0,14
thrilling,0.00010015,0,0,5,0,0
persistent,0.00010015,0,0,5,0,0
shore,0.00010015,0.000146242,0,5,4,0
damned,0.00010015,0,0,5,0,0
movements,0.00010015,0,0,5,0,0
lying,0.00010015,0.000292483,8.08E-06,5,8,1
thanks,0.00010015,0,0.000113118,5,0,14
cocktails,0.00010015,0,0,5,0,0
incredulously,0.00010015,0,0,5,0,0
throwing,0.00010015,7.31E-05,1.62E-05,5,2,2
shoulders,0.00010015,0.000146242,8.08E-06,5,4,1
square,0.00010015,0,0,5,0,0
snapped,0.00010015,0,0,5,0,0
continually,0.00010015,0,4.85E-05,5,0,6
pieces,0.00010015,0.000109681,1.62E-05,5,3,2
violently,0.00010015,0.000146242,4.85E-05,5,4,6
tone,0.00010015,0.001462416,0.000129277,5,40,16
position,0.00010015,7.31E-05,8.08E-06,5,2,1
murmured,0.00010015,0,0,5,0,0
concealed,0.00010015,0,5.66E-05,5,0,7
mounted,0.00010015,0,0,5,0,0
excitedly,0.00010015,0,0,5,0,0
innocently,0.00010015,0,8.08E-06,5,0,1
leather,0.00010015,0,0,5,0,0
star,0.00010015,3.66E-05,0,5,1,0
doubt,0.00010015,0.000146242,0.000298954,5,4,37
gradually,0.00010015,0,4.85E-05,5,0,6
knows,0.00010015,7.31E-05,7.27E-05,5,2,9
nurse,0.00010015,7.31E-05,0,5,2,0
convinced,0.00010015,0,0.000323193,5,0,40
emotion,0.00010015,0,4.04E-05,5,0,5
aloud,0.00010015,0.000182802,8.08E-05,5,5,10
saturday,0.00010015,0,0.000137357,5,0,17
running,0.00010015,0.000292483,8.08E-05,5,8,10
lifted,0.00010015,3.66E-05,1.62E-05,5,1,2
touched,0.00010015,0,3.23E-05,5,0,4
yard,0.00010015,0,0,5,0,0
beating,0.00010015,7.31E-05,0,5,2,0
moonlight,0.00010015,0,0,5,0,0
emerged,0.00010015,0,0,5,0,0
pockets,0.00010015,0,0,5,0,0
stars,0.00010015,0,0,5,0,0
sudden,0.00010015,0.000182802,6.46E-05,5,5,8
hastily,0.00010015,0.000584966,7.27E-05,5,16,9
ashes,0.00010015,0,0,5,0,0
grotesque,0.00010015,0,0,5,0,0
comes,0.00010015,7.31E-05,0.000129277,5,2,16
t,0.00010015,3.66E-05,0,5,1,0
ground,0.00010015,0.000255923,9.70E-05,5,7,12
hold,0.00010015,0.000329044,5.66E-05,5,9,7
restaurant,0.00010015,0,0,5,0,0
b,0.00010015,0,8.08E-06,5,0,1
covered,0.00010015,0,1.62E-05,5,0,2
blind,0.00010015,0,4.85E-05,5,0,6
maybe,0.00010015,3.66E-05,0,5,1,0
vitality,0.00010015,0,0,5,0,0
alive,0.00010015,0.000109681,1.62E-05,5,3,2
tight,0.00010015,3.66E-05,0,5,1,0
drugstore,0.00010015,0,0,5,0,0
neck,0.00010015,0.000255923,0,5,7,0
lap,0.00010015,7.31E-05,0,5,2,0
hundreds,0.00010015,0,0,5,0,0
gathered,0.00010015,0,1.62E-05,5,0,2
elevator,0.00010015,0,0,5,0,0
bedroom,0.00010015,0,0,5,0,0
photograph,0.00010015,0,0,5,0,0
reluctant,0.00010015,0,1.62E-05,5,0,2
cigarettes,0.00010015,0,0,5,0,0
spot,0.00010015,3.66E-05,5.66E-05,5,1,7
informed,0.00010015,0,8.89E-05,5,0,11
seven,0.00010015,0.000219362,2.42E-05,5,6,3
changing,0.00010015,7.31E-05,2.42E-05,5,2,3
information,0.00010015,0,0.000218155,5,0,27
startled,0.00010015,7.31E-05,1.62E-05,5,2,2
violent,0.00010015,7.31E-05,8.08E-05,5,2,10
lie,0.00010015,7.31E-05,8.08E-06,5,2,1
difference,0.00010015,0,8.08E-05,5,0,10
case,0.00010015,0.000182802,0.000258555,5,5,32
