unigram,gatsby,alice,austen
wafer,1.0,0.0,0.0
surviving,1.0,0.0,0.0
emptiness,1.0,0.0,1.0
endowing,1.0,0.0,0.0
isolation,1.0,0.0,0.0
farewell,1.0,0.0,3.0
written,1,6,19
contrary,1.0,0.0,10.0
westward,1.0,0.0,0.0
chasms,1.0,0.0,0.0
probity,1.0,0.0,1.0
salesmen,1.0,0.0,0.0
lunched,1.0,0.0,0.0
restaurants,1.0,0.0,0.0
pig,1.0,11.0,0.0
sausages,1.0,0.0,0.0
mashed,1.0,0.0,0.0
potatoes,1.0,0.0,0.0
department,1.0,0.0,0.0
vacation,1.0,0.0,0.0
blow,1,2,1
quietly,1,5,9
clubfor,1.0,0.0,0.0
gloomiest,1.0,0.0,0.0
event,1.0,0.0,22.0
dayand,1.0,0.0,0.0
studied,1.0,0.0,2.0
investments,1.0,0.0,0.0
rioters,1.0,0.0,0.0
mellow,1.0,0.0,0.0
madison,1.0,0.0,0.0
murray,1.0,0.0,0.0
33rd,1.0,0.0,0.0
adventurous,1.0,0.0,0.0
lives,1,4,4
disapprove,1.0,0.0,1.0
hidden,1.0,0.0,0.0
metropolitan,1.0,0.0,0.0
haunting,1.0,0.0,0.0
otherspoor,1.0,0.0,0.0
loitered,1.0,0.0,0.0
dinneryoung,1.0,0.0,0.0
poignant,1.0,0.0,0.0
lanes,1.0,0.0,1.0
forties,1.0,0.0,0.0
throbbing,1.0,0.0,0.0
theatre,1.0,0.0,1.0
district,1.0,0.0,0.0
sinking,1.0,0.0,3.0
taxis,1.0,0.0,0.0
unheard,1.0,0.0,1.0
jokes,1.0,0.0,1.0
unintelligible,1.0,0.0,1.0
imagining,1.0,0.0,0.0
sharing,1,1,2
wished,1.0,0.0,41.0
champion,1.0,0.0,0.0
tender,1.0,0.0,4.0
somethingmost,1.0,0.0,0.0
affectations,1.0,0.0,0.0
eventually,1.0,0.0,0.0
beginningand,1.0,0.0,0.0
warwick,1.0,0.0,1.0
newspapersa,1.0,0.0,0.0
semifinal,1.0,0.0,0.0
round,1,41,17
proportions,1.0,0.0,1.0
scandalthen,1.0,0.0,0.0
caddy,1.0,0.0,0.0
retracted,1.0,0.0,0.0
mistaken,1.0,0.0,22.0
clever,1,2,7
shrewd,1.0,0.0,0.0
safer,1.0,0.0,0.0
plane,1.0,0.0,0.0
divergence,1.0,0.0,0.0
code,1.0,0.0,0.0
incurably,1.0,0.0,0.0
dishonest,1.0,0.0,1.0
disadvantage,1.0,0.0,5.0
unwillingness,1.0,0.0,3.0
dealing,1.0,0.0,0.0
subterfuges,1.0,0.0,0.0
insolent,1.0,0.0,5.0
satisfy,1.0,0.0,11.0
demands,1.0,0.0,1.0
dishonesty,1.0,0.0,1.0
blame,1,1,16
deeplyi,1.0,0.0,0.0
flicked,1.0,0.0,0.0
protested,1.0,0.0,8.0
takes,1,2,6
relations,1.0,0.0,25.0
desires,1.0,0.0,0.0
tangle,1.0,0.0,0.0
writing,1,6,14
signing,1.0,0.0,0.0
moustache,1.0,0.0,0.0
lip,1.0,0.0,0.0
tactfully,1.0,0.0,0.0
suspects,1.0,0.0,1.0
cardinal,1.0,0.0,0.0
virtues,1.0,0.0,0.0
iv,1,1,1
twinkled,1.0,1.0,0.0
von,1.0,0.0,0.0
hindenburg,1.0,0.0,0.0
pour,1,1,1
crystal,1.0,0.0,0.0
spaces,1.0,0.0,0.0
disintegrating,1.0,0.0,0.0
headed,1.0,0.0,1.0
5th,1.0,0.0,0.0
1922,1.0,0.0,0.0
generalities,1.0,0.0,0.0
subtle,1.0,0.0,0.0
beckers,1.0,0.0,0.0
leeches,1.0,0.0,0.0
bunsen,1.0,0.0,0.0
webster,1.0,0.0,0.0
maine,1.0,0.0,0.0
hornbeams,1.0,0.0,0.0
willie,1.0,0.0,0.0
voltaires,1.0,0.0,0.0
blackbuck,1.0,0.0,0.0
noses,1.0,0.0,0.0
goats,1.0,0.0,0.0
whosoever,1.0,0.0,0.0
ismays,1.0,0.0,0.0
chrysties,1.0,0.0,0.0
hubert,1.0,0.0,0.0
auerbach,1.0,0.0,0.0
chrystie,1.0,0.0,0.0
beaver,1.0,0.0,0.0
cotton,1.0,0.0,0.0
clarence,1.0,0.0,0.0
endive,1.0,0.0,0.0
knickerbockers,1.0,0.0,0.0
bum,1.0,0.0,0.0
etty,1.0,0.0,0.0
cheadles,1.0,0.0,0.0
schraeders,1.0,0.0,0.0
stonewall,1.0,0.0,0.0
jackson,1.0,0.0,0.0
abrams,1.0,0.0,0.0
georgia,1.0,0.0,0.0
fishguards,1.0,0.0,0.0
ripley,1.0,0.0,0.0
snells,1.0,0.0,0.0
snell,1.0,0.0,0.0
penitentiary,1.0,0.0,0.0
ulysses,1.0,0.0,0.0
swett,1.0,0.0,0.0
dancies,1.0,0.0,0.0
whitebait,1.0,0.0,0.0
maurice,1.0,0.0,0.0
flink,1.0,0.0,0.0
hammerheads,1.0,0.0,0.0
tobacco,1.0,0.0,0.0
importer,1.0,0.0,0.0
poles,1.0,0.0,0.0
mulreadys,1.0,0.0,0.0
roebuck,1.0,0.0,0.0
schoen,1.0,0.0,0.0
gulick,1.0,0.0,0.0
senator,1.0,0.0,0.0
newton,1.0,0.0,0.0
controlled,1.0,0.0,0.0
films,1.0,0.0,0.0
par,1.0,0.0,0.0
eckhaust,1.0,0.0,0.0
clyde,1.0,0.0,0.0
cohen,1.0,0.0,0.0
don,1.0,0.0,0.0
schwartz,1.0,0.0,0.0
arthur,1.0,0.0,0.0
mccarty,1.0,0.0,0.0
catlips,1.0,0.0,0.0
bembergs,1.0,0.0,0.0
strangled,1.0,0.0,0.0
da,1.0,0.0,0.0
fontano,1.0,0.0,0.0
promoter,1.0,0.0,0.0
ed,1.0,0.0,0.0
legros,1.0,0.0,0.0
rot,1.0,0.0,0.0
gut,1.0,0.0,0.0
jongs,1.0,0.0,0.0
ernest,1.0,0.0,0.0
lillythey,1.0,0.0,0.0
gamble,1.0,0.0,0.0
cleaned,1.0,0.0,0.0
traction,1.0,0.0,0.0
fluctuate,1.0,0.0,0.0
profitably,1.0,0.0,0.0
boarderi,1.0,0.0,0.0
theatrical,1.0,0.0,0.0
gus,1.0,0.0,0.0
waize,1.0,0.0,0.0
horace,1.0,0.0,0.0
o'donavan,1.0,0.0,0.0
lester,1.0,0.0,0.0
myer,1.0,0.0,0.0
duckweed,1.0,0.0,0.0
francis,1.0,0.0,0.0
bull,1.0,0.0,0.0
chromes,1.0,0.0,0.0
backhyssons,1.0,0.0,0.0
dennickers,1.0,0.0,0.0
russel,1.0,0.0,0.0
betty,1.0,0.0,0.0
corrigans,1.0,0.0,0.0
kellehers,1.0,0.0,0.0
dewars,1.0,0.0,0.0
scullys,1.0,0.0,0.0
w,1,1,2
belcher,1.0,0.0,0.0
smirkes,1.0,0.0,0.0
quinns,1.0,0.0,0.0
divorced,1.0,0.0,0.0
l,1.0,0.0,1.0
palmetto,1.0,0.0,0.0
benny,1.0,0.0,0.0
mcclenahan,1.0,0.0,0.0
inevitably,1.0,0.0,1.0
namesjaqueline,1.0,0.0,0.0
consuela,1.0,0.0,0.0
gloria,1.0,0.0,0.0
judy,1.0,0.0,0.0
melodious,1.0,0.0,0.0
sterner,1.0,0.0,0.0
capitalists,1.0,0.0,0.0
confess,1.0,0.0,16.0
addition,1.0,0.0,8.0
faustina,1.0,0.0,0.0
o'brien,1.0,0.0,0.0
albrucksburger,1.0,0.0,0.0
haag,1.0,0.0,0.0
fiance,1.0,0.0,0.0
ardita,1.0,0.0,0.0
fitz,1.0,0.0,0.0
peters,1.0,0.0,0.0
jewett,1.0,0.0,0.0
claudia,1.0,0.0,0.0
hip,1.0,0.0,0.0
reputed,1.0,0.0,2.0
prince,1.0,0.0,0.0
duke,1.0,0.0,0.0
lurched,1.0,0.0,0.0
rocky,1.0,0.0,0.0
noted,1.0,0.0,0.0
horn,1.0,0.0,0.0
urgent,1.0,0.0,3.0
frequent,1.0,0.0,13.0
dashboard,1.0,0.0,0.0
resourcefulness,1.0,0.0,0.0
americanthat,1.0,0.0,0.0
lifting,1.0,0.0,0.0
formless,1.0,0.0,0.0
grace,1.0,0.0,1.0
sporadic,1.0,0.0,0.0
games,1.0,1.0,0.0
punctilious,1.0,0.0,0.0
restlessness,1.0,0.0,0.0
tapping,1.0,0.0,0.0
impatient,1,1,8
nickel,1.0,0.0,0.0
monstrous,1.0,0.0,0.0
triumphant,1.0,0.0,2.0
hatboxes,1.0,0.0,0.0
boxes,1.0,0.0,1.0
toolboxes,1.0,0.0,0.0
terraced,1.0,0.0,0.0
labyrinth,1.0,0.0,0.0
windshields,1.0,0.0,0.0
suns,1.0,0.0,0.0
layers,1.0,0.0,0.0
conservatory,1.0,0.0,0.0
undefined,1.0,0.0,0.0
disconcerting,1.0,0.0,0.0
sentences,1.0,0.0,1.0
unfinished,1.0,0.0,0.0
indecisively,1.0,0.0,0.0
caramel,1.0,0.0,0.0
overwhelmed,1.0,0.0,0.0
generalized,1.0,0.0,0.0
evasions,1.0,0.0,0.0
deserves,1.0,0.0,4.0
stories,1.0,0.0,0.0
flavoured,1.0,0.0,0.0
divine,1.0,0.0,0.0
retribution,1.0,0.0,0.0
westall,1.0,0.0,0.0
ancestors,1.0,0.0,0.0
sidewaysand,1.0,0.0,0.0
bothered,1.0,0.0,0.0
san,1.0,0.0,0.0
francisco,1.0,0.0,0.0
extinction,1.0,0.0,0.0
pulling,1.0,1.0,0.0
otherwise,1,4,16
rajah,1.0,0.0,0.0
capitals,1.0,0.0,0.0
europeparis,1.0,0.0,0.0
venice,1.0,0.0,0.0
romecollecting,1.0,0.0,0.0
chiefly,1.0,0.0,10.0
hunting,1,3,1
managed,1,4,1
restrain,1.0,0.0,2.0
threadbare,1.0,0.0,2.0
evoked,1.0,0.0,0.0
image,1.0,0.0,0.0
turbaned,1.0,0.0,0.0
sawdust,1.0,0.0,0.0
pore,1.0,0.0,0.0
tiger,1.0,0.0,0.0
bois,1.0,0.0,0.0
boulogne,1.0,0.0,0.0
die,1,1,4
commission,1.0,0.0,7.0
remains,1.0,0.0,5.0
gun,1.0,0.0,0.0
battalion,1.0,0.0,0.0
gap,1.0,0.0,0.0
advance,1,3,3
sixteen,1.0,0.0,7.0
lewis,1.0,0.0,3.0
insignia,1.0,0.0,0.0
divisions,1.0,0.0,0.0
piles,1.0,0.0,0.0
promoted,1.0,0.0,1.0
allied,1.0,0.0,0.0
decorationeven,1.0,0.0,0.0
adriatic,1.0,0.0,0.0
themwith,1.0,0.0,0.0
comprehended,1.0,0.0,3.0
troubled,1.0,0.0,0.0
sympathized,1.0,0.0,0.0
montenegrin,1.0,0.0,0.0
appreciated,1.0,0.0,0.0
incredulity,1.0,0.0,3.0
fascination,1.0,0.0,0.0
skimming,1.0,1.0,0.0
slung,1.0,0.0,0.0
ribbon,1.0,0.0,0.0
authentic,1.0,0.0,0.0
orderi,1.0,0.0,0.0
di,1.0,0.0,0.0
danilo,1.0,0.0,0.0
legend,1.0,0.0,0.0
nicolas,1.0,0.0,0.0
rex,1.0,0.0,0.0
valour,1.0,0.0,0.0
souvenir,1.0,0.0,0.0
trinity,1.0,0.0,0.0
quadthe,1.0,0.0,0.0
doncaster,1.0,0.0,0.0
blazers,1.0,0.0,0.0
archway,1.0,0.0,0.0
spires,1.0,0.0,0.0
youngerwith,1.0,0.0,0.0
cricket,1.0,0.0,0.0
bat,1.0,3.0,0.0
skins,1.0,0.0,0.0
tigers,1.0,0.0,0.0
flaming,1.0,0.0,1.0
grand,1,3,2
canal,1.0,0.0,0.0
chest,1.0,0.0,0.0
depths,1.0,0.0,0.0
gnawings,1.0,0.0,0.0
pocketing,1.0,0.0,0.0
souvenirs,1.0,0.0,0.0
strangers,1.0,0.0,4.0
consented,1,1,2
faintest,1.0,0.0,0.0
overpopulated,1.0,0.0,0.0
correctness,1.0,0.0,0.0
neared,1.0,0.0,0.0
belted,1.0,0.0,0.0
oceangoing,1.0,0.0,0.0
ships,1.0,0.0,0.0
cobbled,1.0,0.0,0.0
slum,1.0,0.0,0.0
undeserted,1.0,0.0,0.0
saloons,1.0,0.0,0.0
gilt,1.0,0.0,0.0
sides,1,4,5
straining,1.0,0.0,0.0
panting,1,2,1
fenders,1.0,0.0,0.0
scattered,1.0,0.0,2.0
astoriaonly,1.0,0.0,0.0
twisted,1.0,0.0,0.0
pillars,1.0,0.0,0.0
frantic,1.0,0.0,0.0
rode,1.0,0.0,2.0
tipping,1.0,0.0,0.0
commissioner,1.0,0.0,0.0
sugar,1.0,2.0,0.0
lumps,1.0,0.0,0.0
nonolfactory,1.0,0.0,0.0
queensboro,1.0,0.0,0.0
heaped,1.0,0.0,0.0
blooms,1.0,0.0,0.0
southeastern,1.0,0.0,0.0
sombre,1.0,0.0,0.0
blackwell,1.0,0.0,0.0
modish,1.0,0.0,0.0
negroes,1.0,0.0,0.0
bucks,1.0,0.0,0.0
yolks,1.0,0.0,0.0
eyeballs,1.0,0.0,0.0
rivalry,1.0,0.0,0.0
fanned,1.0,1.0,0.0
blinking,1.0,0.0,0.0
brightness,1.0,0.0,0.0
anteroom,1.0,0.0,0.0
jew,1.0,0.0,0.0
growths,1.0,0.0,0.0
luxuriated,1.0,0.0,0.0
nostril,1.0,0.0,0.0
addressing,1,1,3
expressive,1.0,0.0,2.0
penny,1.0,0.0,0.0
shuts,1.0,0.0,0.0
somnambulatory,1.0,0.0,0.0
abstraction,1.0,0.0,0.0
presbyterian,1.0,0.0,0.0
nymphs,1.0,0.0,0.0
smallyes,1.0,0.0,0.0
brooded,1.0,0.0,0.0
rosenthal,1.0,0.0,0.0
bastards,1.0,0.0,0.0
daylight,1.0,0.0,0.0
belly,1.0,0.0,0.0
electrocuted,1.0,0.0,0.0
becker,1.0,0.0,0.0
juxtaposition,1.0,0.0,0.0
startling,1.0,0.0,0.0
succulent,1.0,0.0,0.0
hash,1.0,0.0,0.0
forgetting,1,3,2
atmosphere,1.0,0.0,0.0
delicacy,1.0,0.0,11.0
roved,1.0,0.0,0.0
roomhe,1.0,0.0,0.0
completed,1.0,0.0,2.0
arc,1.0,0.0,0.0
inspect,1.0,0.0,0.0
mysteries,1.0,0.0,0.0
frankly,1.0,0.0,1.0
underhand,1.0,0.0,0.0
sportswoman,1.0,0.0,0.0
colleges,1.0,0.0,0.0
gratified,1.0,0.0,14.0
pleasure,1,2,93
introduce,1,2,11
composed,1.0,0.0,3.0
ivory,1.0,0.0,0.0
finest,1.0,0.0,2.0
specimens,1.0,0.0,0.0
molars,1.0,0.0,0.0
inspected,1.0,0.0,0.0
sleeves,1.0,0.0,1.0
instinctive,1.0,0.0,0.0
outstay,1.0,0.0,0.0
supplied,1.0,0.0,2.0
imaginary,1.0,0.0,5.0
noun,1.0,0.0,0.0
impose,1.0,0.0,2.0
offend,1,1,3
becomes,1.0,0.0,4.0
yorka,1.0,0.0,0.0
denizen,1.0,0.0,0.0
actor,1.0,0.0,0.0
dentist,1.0,0.0,0.0
gambler,1.0,0.0,0.0
staggered,1.0,0.0,1.0
million,1.0,0.0,0.0
peoplewith,1.0,0.0,0.0
burglar,1.0,0.0,0.0
blowing,1.0,0.0,0.0
smart,1.0,0.0,2.0
paying,1.0,0.0,4.0
check,1.0,0.0,4.0
furious,1.0,1.0,0.0
briefly,1.0,0.0,4.0
happier,1.0,0.0,3.0
rubber,1.0,0.0,0.0
knobs,1.0,0.0,0.0
soles,1.0,1.0,0.0
plaid,1.0,0.0,0.0
skirt,1.0,1.0,0.0
disapproving,1.0,0.0,0.0
fay,1.0,0.0,0.0
monopolizing,1.0,0.0,0.0
anyways,1.0,0.0,0.0
kerb,1.0,0.0,0.0
cross,1,3,4
bandages,1.0,0.0,0.0
sometime,1.0,0.0,0.0
yearseven,1.0,0.0,0.0
beaux,1.0,0.0,1.0
tournaments,1.0,0.0,0.0
crowdwhen,1.0,0.0,0.0
circulating,1.0,0.0,1.0
herhow,1.0,0.0,0.0
packing,1.0,0.0,1.0
soldier,1.0,1.0,0.0
effectually,1.0,0.0,3.0
soldiers,1,10,1
footed,1.0,0.0,0.0
shortsighted,1.0,0.0,0.0
dbut,1.0,0.0,0.0
february,1.0,0.0,1.0
presumably,1.0,0.0,0.0
orleans,1.0,0.0,0.0
pomp,1.0,0.0,0.0
circumstance,1.0,0.0,19.0
hired,1.0,0.0,1.0
muhlbach,1.0,0.0,0.0
valued,1.0,0.0,5.0
bridesmaid,1.0,0.0,0.0
bridal,1.0,0.0,0.0
dressand,1.0,0.0,0.0
monkey,1.0,0.0,0.0
sauterne,1.0,0.0,0.0
gratulate,1.0,0.0,0.0
enjoy,1,1,8
dearies,1.0,0.0,0.0
wastebasket,1.0,0.0,0.0
whoever,1.0,1.0,0.0
cryshe,1.0,0.0,0.0
tub,1.0,0.0,0.0
soap,1.0,0.0,0.0
dish,1,4,5
spirits,1.0,0.0,39.0
ammonia,1.0,0.0,0.0
hooked,1.0,0.0,0.0
shiver,1.0,1.0,0.0
seas,1.0,0.0,0.0
uneasily,1.0,2.0,0.0
abstracted,1.0,0.0,0.0
rubbing,1.0,2.0,0.0
unfathomable,1.0,0.0,0.0
togetherit,1.0,0.0,0.0
ventura,1.0,0.0,0.0
brokenshe,1.0,0.0,0.0
chambermaids,1.0,0.0,0.0
april,1.0,0.0,1.0
cannes,1.0,0.0,0.0
deauville,1.0,0.0,0.0
settle,1,1,7
reputation,1.0,0.0,3.0
irregularity,1.0,0.0,1.0
amour,1.0,0.0,0.0
alland,1.0,0.0,0.0
youdo,1.0,0.0,0.0
rememberif,1.0,0.0,0.0
himi,1.0,0.0,0.0
asleepshe,1.0,0.0,0.0
victoria,1.0,0.0,0.0
movie,1.0,0.0,0.0
fifties,1.0,0.0,0.0
crickets,1.0,0.0,0.0
sheik,1.0,0.0,0.0
araby,1.0,0.0,0.0
belongs,1,2,2
creep,1.0,1.0,0.0
aspired,1.0,0.0,0.0
delivered,1.0,0.0,4.0
womb,1.0,0.0,0.0
modesty,1.0,0.0,6.0
dispensed,1.0,0.0,0.0
starlight,1.0,0.0,0.0
mothsso,1.0,0.0,0.0
wander,1,1,1
asking,1,5,14
abandon,1.0,0.0,0.0
dipped,1.0,2.0,0.0
dealt,1.0,0.0,0.0
universal,1.0,0.0,3.0
ears,1.0,5.0,0.0
heady,1.0,0.0,0.0
pursuing,1.0,0.0,3.0
faade,1.0,0.0,0.0
ninth,1.0,0.0,0.0
delicate,1.0,0.0,6.0
disembodied,1.0,0.0,0.0
cornices,1.0,0.0,0.0
blinding,1.0,0.0,0.0
tightening,1.0,0.0,0.0
peninsula,1.0,0.0,0.0
elongating,1.0,0.0,0.0
glints,1.0,0.0,0.0
roadside,1.0,0.0,0.0
rout,1.0,0.0,0.0
seek,1.0,0.0,8.0
sardines,1.0,0.0,0.0
fair,1,1,22
plunge,1.0,0.0,0.0
suppressed,1,4,2
carelessly,1.0,0.0,0.0
grassthere,1.0,0.0,0.0
darker,1.0,0.0,0.0
expanse,1.0,0.0,0.0
uncertainly,1.0,0.0,0.0
beginnings,1.0,0.0,0.0
thoughtwhy,1.0,0.0,0.0
confidently,1.0,0.0,1.0
myyou,1.0,0.0,0.0
muchyou're,1.0,0.0,0.0
confidential,1.0,0.0,1.0
crises,1.0,0.0,0.0
offer,1,2,27
tactlessly,1.0,0.0,0.0
rendered,1.0,0.0,11.0
choice,1,2,15
shying,1.0,0.0,0.0
hoping,1,3,4
responsive,1.0,0.0,0.0
lightheaded,1.0,0.0,0.0
blazed,1.0,0.0,0.0
gaudily,1.0,0.0,0.0
raincoat,1.0,0.0,0.0
dragging,1.0,0.0,0.0
mower,1.0,0.0,0.0
search,1,1,2
alleys,1.0,0.0,0.0
unnecessary,1.0,0.0,4.0
greenhouse,1.0,0.0,0.0
receptacles,1.0,0.0,0.0
contain,1.0,0.0,6.0
tie,1.0,1.0,0.0
sleeplessness,1.0,0.0,0.0
judging,1,1,3
journal,1.0,0.0,0.0
ofof,1.0,0.0,0.0
reproachfully,1.0,0.0,0.0
lemon,1.0,0.0,0.0
delicatessen,1.0,0.0,0.0
shop,1.0,0.0,5.0
cooled,1.0,0.0,0.0
occasional,1,1,6
swam,1.0,5.0,0.0
vacant,1.0,0.0,5.0
clay,1.0,0.0,0.0
economics,1.0,0.0,0.0
tread,1.0,0.0,0.0
bleared,1.0,0.0,0.0
alarming,1.0,0.0,5.0
happenings,1.0,0.0,0.0
elsewhere,1.0,0.0,5.0
lane,1.0,0.0,10.0
harrowed,1.0,0.0,0.0
dripping,1.0,1.0,0.0
lilac,1.0,0.0,0.0
sideways,1.0,0.0,0.0
cornered,1.0,0.0,0.0
dearest,1.0,0.0,17.0
exhilarating,1.0,0.0,0.0
ripple,1.0,0.0,0.0
tonic,1.0,0.0,0.0
streak,1.0,0.0,0.0
dash,1.0,0.0,0.0
paint,1,1,1
castle,1.0,0.0,0.0
rackrent,1.0,0.0,0.0
deserted,1.0,0.0,1.0
knocking,1.0,3.0,0.0
weights,1.0,0.0,0.0
puddle,1.0,0.0,0.0
glaring,1.0,1.0,0.0
stalked,1.0,0.0,0.0
choking,1.0,1.0,0.0
awfully,1.0,1.0,0.0
endured,1.0,0.0,4.0
reclining,1.0,0.0,0.0
counterfeit,1.0,0.0,0.0
boredom,1.0,0.0,0.0
defunct,1.0,0.0,0.0
distraught,1.0,0.0,0.0
tilt,1.0,0.0,0.0
dangerously,1.0,0.0,0.0
tropical,1.0,0.0,0.0
burn,1.0,2.0,0.0
muster,1.0,0.0,0.0
commonplace,1.0,0.0,0.0
idiotically,1.0,0.0,0.0
automatic,1.0,0.0,0.0
desperate,1,1,3
demoniac,1.0,0.0,0.0
amid,1.0,0.0,1.0
conscientiously,1.0,0.0,1.0
calmness,1.0,0.0,4.0
alarm,1,2,14
rude,1,2,3
unforgettable,1.0,0.0,0.0
reproach,1.0,0.0,8.0
cautiously,1.0,3.0,0.0
wayjust,1.0,0.0,0.0
circuit,1.0,0.0,1.0
knotted,1.0,0.0,0.0
fabric,1.0,0.0,0.0
irregular,1.0,0.0,0.0
abounded,1.0,0.0,0.0
muddy,1.0,0.0,0.0
prehistoric,1.0,0.0,0.0
kant,1.0,0.0,0.0
steeple,1.0,0.0,0.0
craze,1.0,0.0,0.0
taxes,1.0,0.0,0.0
neighbouring,1,1,2
cottages,1.0,0.0,0.0
owners,1.0,0.0,0.0
thatched,1.0,1.0,0.0
refusal,1.0,0.0,7.0
familyhe,1.0,0.0,0.0
decline,1.0,0.0,2.0
serfs,1.0,0.0,0.0
obstinate,1.0,0.0,4.0
peasantry,1.0,0.0,0.0
shone,1.0,0.0,0.0
dinneri,1.0,0.0,0.0
spoonful,1.0,0.0,0.0
meditatively,1.0,0.0,0.0
swelling,1.0,0.0,1.0
gusts,1.0,0.0,0.0
inafter,1.0,0.0,0.0
noise,1,3,3
stovebut,1.0,0.0,0.0
vestige,1.0,0.0,0.0
smeared,1.0,0.0,0.0
confounding,1.0,0.0,0.0
exultation,1.0,0.0,1.0
radiated,1.0,0.0,0.0
recurrent,1.0,0.0,0.0
aching,1.0,0.0,0.0
grieving,1.0,0.0,1.0
wash,1.0,2.0,0.0
facetoo,1.0,0.0,0.0
humiliation,1.0,0.0,2.0
towelswhile,1.0,0.0,0.0
catches,1.0,0.0,0.0
arched,1.0,0.0,0.0
earn,1.0,0.0,0.0
panicthe,1.0,0.0,0.0
drug,1.0,0.0,0.0
proposed,1.0,0.0,5.0
rows,1.0,0.0,0.0
gleamed,1.0,0.0,0.0
postern,1.0,0.0,0.0
enchanting,1.0,0.0,0.0
murmurs,1.0,0.0,1.0
aspect,1.0,0.0,6.0
feudal,1.0,0.0,0.0
jonquils,1.0,0.0,0.0
frothy,1.0,0.0,0.0
hawthorn,1.0,0.0,0.0
blossoms,1.0,0.0,0.0
marie,1.0,0.0,0.0
antoinette,1.0,0.0,0.0
merton,1.0,0.0,0.0
swathed,1.0,0.0,0.0
poolrooms,1.0,0.0,0.0
bathsintruding,1.0,0.0,0.0
chamber,1.0,0.0,1.0
dishevelled,1.0,0.0,0.0
pyjamas,1.0,0.0,0.0
liver,1.0,0.0,0.0
exercises,1.0,0.0,0.0
boarder,1.0,0.0,0.0
wandering,1,2,3
hungrily,1.0,0.0,0.0
adam,1.0,0.0,0.0
chartreuse,1.0,0.0,0.0
cupboard,1.0,0.0,0.0
revalued,1.0,0.0,0.0
measure,1,1,5
response,1.0,0.0,0.0
dazed,1.0,0.0,0.0
astounding,1.0,0.0,0.0
toppled,1.0,0.0,0.0
allexcept,1.0,0.0,0.0
dresser,1.0,0.0,0.0
toilet,1.0,0.0,0.0
pure,1.0,0.0,2.0
brush,1.0,1.0,0.0
smoothed,1.0,0.0,0.0
shaded,1.0,0.0,0.0
funniest,1.0,0.0,0.0
can'twhen,1.0,0.0,0.0
states,1.0,0.0,0.0
entering,1.0,0.0,9.0
unreasoning,1.0,0.0,0.0
consumed,1.0,0.0,0.0
dreamed,1.0,1.0,0.0
teeth,1,1,1
inconceivable,1.0,0.0,1.0
pitch,1.0,0.0,0.0
wound,1.0,0.0,2.0
recovering,1.0,0.0,5.0
cabinets,1.0,0.0,0.0
gowns,1.0,0.0,2.0
ties,1.0,0.0,0.0
piled,1.0,0.0,0.0
bricks,1.0,0.0,0.0
stacks,1.0,0.0,0.0
buys,1.0,0.0,0.0
selection,1.0,0.0,0.0
pile,1.0,0.0,0.0
disarray,1.0,0.0,0.0
heap,1.0,1.0,0.0
highershirts,1.0,0.0,0.0
stripes,1.0,0.0,0.0
scrolls,1.0,0.0,0.0
plaids,1.0,0.0,0.0
coral,1.0,0.0,0.0
apple,1.0,1.0,0.0
orange,1.0,1.0,0.0
monograms,1.0,0.0,0.0
indian,1.0,0.0,0.0
stormily,1.0,0.0,0.0
sobbed,1.0,1.0,0.0
makes,1,11,7
suchsuch,1.0,0.0,0.0
grounds,1.0,0.0,5.0
flowersbut,1.0,0.0,0.0
burns,1.0,0.0,0.0
compared,1.0,0.0,4.0
elderly,1.0,0.0,1.0
bureaugatsby,1.0,0.0,0.0
defiantlytaken,1.0,0.0,0.0
adore,1.0,0.0,0.0
pompadour,1.0,0.0,0.0
pompadouror,1.0,0.0,0.0
clippingsabout,1.0,0.0,0.0
billow,1.0,0.0,0.0
foamy,1.0,0.0,0.0
satisfactorily,1.0,0.0,0.0
accompanied,1.0,0.0,6.0
shell,1.0,0.0,0.0
rimmed,1.0,0.0,0.0
scanty,1.0,0.0,0.0
decently,1.0,0.0,0.0
clothed,1.0,0.0,0.0
sneakers,1.0,0.0,0.0
nebulous,1.0,0.0,0.0
hue,1.0,0.0,0.0
spasm,1.0,0.0,0.0
plays,1.0,0.0,1.0
don'thardly,1.0,0.0,0.0
switch,1.0,0.0,0.0
lamp,1.0,0.0,0.0
bounced,1.0,0.0,0.0
nest,1.0,1.0,0.0
ai,1.0,0.0,0.0
thunder,1.0,1.0,0.0
plunging,1.0,0.0,0.0
generating,1.0,0.0,0.0
richer,1.0,0.0,0.0
getchildren,1.0,0.0,0.0
meantime,1.0,0.0,2.0
bewilderment,1.0,0.0,0.0
dreamsnot,1.0,0.0,0.0
illusion,1.0,0.0,0.0
passion,1,3,2
decking,1.0,0.0,0.0
feather,1,1,1
challenge,1.0,0.0,1.0
adjusted,1.0,0.0,0.0
fluctuating,1.0,0.0,1.0
feverish,1.0,0.0,2.0
dreamedthat,1.0,0.0,0.0
deathless,1.0,0.0,0.0
vi,1,1,1
whyany,1.0,0.0,0.0
transpired,1.0,0.0,1.0
reveal,1.0,0.0,0.0
laudable,1.0,0.0,1.0
random,1.0,0.0,0.0
notoriety,1.0,0.0,0.0
authorities,1.0,0.0,0.0
contemporary,1.0,0.0,0.0
legends,1.0,0.0,0.0
underground,1.0,0.0,0.0
